#CODIGO,DESCRICAO,UF
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","RS"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","RR"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","RO"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","RN"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","RJ"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","PR"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","PI"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","PE"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","PB"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","PA"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","MT"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","MS"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","MG"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","MA"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","GO"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","ES"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","DF"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","CE"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","BA"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","AP"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","AM"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","AL"
"0222","Exigibilidade Adicional dos Recursos à Vista - Resolução 5030","AC"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","TO"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","SP"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","SE"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","SC"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","RS"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","RR"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","RO"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","RN"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","RJ"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","PR"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","PI"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","PE"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","PB"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","PA"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","MT"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","MS"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","MG"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","MA"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","GO"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","ES"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","DF"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","CE"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","BA"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","AP"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","AM"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","AL"
"0431","LETRA DE CRÉDITO DO AGRONEGÓCIO (LCA) - CONTROLADOS - SUBVENÇÃO ECONÔMICA - MCR 6-7-7A-"b"-I","AC"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","TO"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","SP"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","SE"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","SC"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","RS"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","RR"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","RO"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","RN"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","RJ"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","PR"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","PI"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","PE"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","PB"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","PA"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","MT"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","MS"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","MG"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","MA"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","GO"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","ES"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","DF"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","CE"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","BA"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","AP"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","AM"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","AL"
"0225","Exigibilidade Adicional dos Recursos à Vista - Resolução 5087","AC"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","TO"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","SP"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","SE"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","SC"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","RS"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","RR"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","RO"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","RN"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","RJ"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","PR"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","PI"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","PE"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","PB"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","PA"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","MT"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","MS"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","MG"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","MA"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","GO"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","ES"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","DF"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","CE"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","BA"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","AP"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","AM"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","AL"
"0202","EXIGIBILIDADE ADICIONAL DOS RECURSOS À VISTA","AC"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","TO"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","SP"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","SE"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","SC"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","RS"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","RR"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","RO"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","RN"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","RJ"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","PR"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","PI"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","PE"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","PB"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","PA"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","MT"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","MS"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","MG"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","MA"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","GO"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","ES"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","DF"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","CE"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","BA"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","AP"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","AM"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","AL"
"0304","EXIGIBILIDADE ADICIONAL DA POUPANÇA RURAL","AC"
