#EMPREENDIMENTO,CODIGO_TIPO_AGROPECUARIA,TIPO_AGROPECUARIA,CODIGO_TIPO_INTEGRACAO_CONSORCIO,TIPO_INTEGRACAO_CONSORCIO,CODIGO_GRAO_SEMENTE,GRAO_SEMENTE,CODIGO_TIPO_IRRIGACAO,TIPO_IRRIGACAO,CODIGO_TIPO_CULTIVO_EXPLORACAO,TIPO_CULTIVO_EXPLORACAO,CODIGO_FASE_CICLO_PRODUCAO,FASE_CICLO_PRODUCAO,CODIGO_ANTIGO
"12013780000053","*","*","*","*","*","*","*","*","*","*","*","*","11189556"
"12013860000043","*","*","*","*","*","*","*","*","*","*","*","*","11193009"
"12013860000053","*","*","*","*","*","*","*","*","*","*","*","*","11193559"
"12013880000013","*","*","*","*","*","*","*","*","*","*","*","*","11190002"
"12013900000043","*","*","*","*","*","*","*","*","*","*","*","*","11194008"
"12013960000043","*","*","*","*","*","*","*","*","*","*","*","*","11205007"
"12013960000053","*","*","*","*","*","*","*","*","*","*","*","*","11205557"
"12014040000043","*","*","*","*","*","*","*","*","*","*","*","*","11208004"
"12014080000053","*","*","*","*","*","*","*","*","*","*","*","*","11206556"
"12014320000043","*","*","*","*","*","*","*","*","*","*","*","*","11218001"
"12014320000053","*","*","*","*","*","*","*","*","*","*","*","*","11218001"
"12014340000043","*","*","*","*","*","*","*","*","*","*","*","*","11216003"
"12014460000043","*","*","*","*","*","*","*","*","*","*","*","*","11217002"
"12014460000053","*","*","*","*","*","*","*","*","*","*","*","*","11217552"
"12014580000013","*","*","*","*","*","*","*","*","*","*","*","*","11220006"
"12014620000043","*","*","*","*","*","*","*","*","*","*","*","*","11231002"
"12014640000043","*","*","*","*","*","*","*","*","*","*","*","*","11233653"
"12014700000043","*","*","*","*","*","*","*","*","*","*","*","*","11240000"
"12014700000853","*","*","*","*","*","*","*","*","*","*","*","*","11240550"
"11231860000408","*","*","*","*","*","*","*","*","*","*","*","*","31096100"
"12014800000043","*","*","*","*","*","*","*","*","*","*","*","*","11251006"
"12014800000053","*","*","*","*","*","*","*","*","*","*","*","*","11251556"
"12014920000043","*","*","*","*","*","*","*","*","*","*","*","*","11253004"
"12014920000053","*","*","*","*","*","*","*","*","*","*","*","*","11253554"
"12014960000053","*","*","*","*","*","*","*","*","*","*","*","*","11257550"
"12015000000043","*","*","*","*","*","*","*","*","*","*","*","*","11260004"
"12015020000043","*","*","*","*","*","*","*","*","*","*","*","*","11265009"
"12015020000053","*","*","*","*","*","*","*","*","*","*","*","*","11265559"
"23137694000408","*","*","*","*","*","*","*","*","*","*","*","*","22584009"
"12015120000043","*","*","*","*","*","*","*","*","*","*","*","*","11275006"
"12015120000053","*","*","*","*","*","*","*","*","*","*","*","*","11275556"
"12015300000043","*","*","*","*","*","*","*","*","*","*","*","*","11280008"
"12015620000043","*","*","*","*","*","*","*","*","*","*","*","*","11282006"
"12015660255043","*","*","*","*","*","*","*","*","*","*","*","*","11293602"
"12015800000043","*","*","*","*","*","*","*","*","*","*","*","*","11287001"
"12015800000053","*","*","*","*","*","*","*","*","*","*","*","*","11287551"
"12015880000043","*","*","*","*","*","*","*","*","*","*","*","*","11285003"
"12015880000053","*","*","*","*","*","*","*","*","*","*","*","*","11285553"
"12015920177043","*","*","*","*","*","*","*","*","*","*","*","*","11294001"
"12015920177053","*","*","*","*","*","*","*","*","*","*","*","*","11294551"
"12015940000043","*","*","*","*","*","*","*","*","*","*","*","*","11295000"
"12015940000053","*","*","*","*","*","*","*","*","*","*","*","*","11295550"
"12015960000053","*","*","*","*","*","*","*","*","*","*","*","*","11296559"
"12015980000053","*","*","*","*","*","*","*","*","*","*","*","*","11290555"
"12016040000013","*","*","*","*","*","*","*","*","*","*","*","*","11286002"
"12016440000043","*","*","*","*","*","*","*","*","*","*","*","*","11303002"
"12016440000053","*","*","*","*","*","*","*","*","*","*","*","*","11303552"
"13147730000408","*","*","*","*","*","*","*","*","*","*","*","*","63605002"
"23147730000408","*","*","*","*","*","*","*","*","*","*","*","*","63605002"
"12016040000053","*","*","*","*","*","*","*","*","*","*","*","*","11286552"
"12016200000043","*","*","*","*","*","*","*","*","*","*","*","*","11280000"
"12016260000043","*","*","*","*","*","*","*","*","*","*","*","*","11293002"
"12016300000043","*","*","*","*","*","*","*","*","*","*","*","*","11298007"
"12016300000053","*","*","*","*","*","*","*","*","*","*","*","*","11298557"
"12016320000043","*","*","*","*","*","*","*","*","*","*","*","*","11297008"
"12016320000053","*","*","*","*","*","*","*","*","*","*","*","*","11297558"
"12016480000053","*","*","*","*","*","*","*","*","*","*","*","*","11309556"
"12016560000053","*","*","*","*","*","*","*","*","*","*","*","*","11134570"
"12016640063043","*","*","*","*","*","*","*","*","*","*","*","*","11075000"
"23417700000408","*","*","*","*","*","*","*","*","*","*","*","*","91415013"
"12050840002408","*","*","*","*","*","*","*","*","*","*","*","*","15445007"
"22050840002408","*","*","*","*","*","*","*","*","*","*","*","*","54445006"
"13137694000408","*","*","*","*","*","*","*","*","*","*","*","*","22584009"
"12012300000033","*","*","*","*","*","*","*","*","*","*","*","*","11120003"
"12014660019043","*","*","*","*","*","*","*","*","*","*","*","*","11015008"
"12013760000021","*","*","*","*","*","*","*","*","*","*","*","*","11185804"
"14033920213408","*","*","*","*","*","*","*","*","*","*","*","*","13195995"
"14033920370408","*","*","*","*","8","Grão","*","*","*","*","*","*","13195995"
"12011880330043","*","*","*","*","*","*","*","*","*","*","*","*","11101008"
"12010580000043","*","*","*","*","*","*","*","*","*","*","*","*","11035002"
"12015960000043","*","*","*","*","*","*","*","*","*","*","*","*","11296009"
"12010400000053","*","*","*","*","*","*","*","*","*","*","*","*","11022558"
"12015000000053","*","*","*","*","*","*","*","*","*","*","*","*","11260554"
"12012840000043","*","*","*","*","*","*","*","*","*","*","*","*","11139001"
"12010590000053","*","*","*","*","*","*","*","*","*","*","*","*","11035019"
"12010590000043","*","*","*","*","*","*","*","*","*","*","*","*","11035019"
"12014760000813","*","*","*","*","*","*","*","*","*","*","*","*","11250887"
"14036740000408","*","*","*","*","*","*","*","*","*","*","*","*","30315806"
"22431080406408","*","*","*","*","*","*","*","*","*","*","*","*","51705426"
"12016780213043","*","*","*","*","*","*","*","*","*","*","*","*","11317555"
"12015880213043","*","*","*","*","*","*","*","*","*","*","*","*","11285113"
"12016040000043","*","*","*","*","*","*","*","*","*","*","*","*","11286002"
"23136250000408","*","*","*","*","*","*","*","*","*","*","*","*","63625594"
"12013600213053","*","*","*","*","*","*","*","*","*","*","*","*","11160551"
"12010840000002","*","*","*","*","*","*","*","*","*","*","*","*","15899000"
"13120620000408","*","*","*","*","*","*","*","*","*","*","*","*","21117005"
"13124340000408","*","*","*","*","*","*","*","*","*","*","*","*","21217009"
"13125820000008","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13125240000008","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"12015220000043","*","*","*","*","*","*","*","*","*","*","*","*","11278003"
"12011220000043","*","*","*","*","*","*","*","*","*","*","*","*","11070885"
"13140857000408","*","*","*","*","*","*","*","*","*","*","*","*","23615324"
"12014815000042","*","*","*","*","*","*","*","*","*","*","*","*","11251006"
"12014815000052","*","*","*","*","*","*","*","*","*","*","*","*","11251006"
"12016560000043","*","*","*","*","*","*","*","*","*","*","*","*","11134112"
"12013600425433","*","*","*","*","*","*","*","*","*","*","*","*","11134116"
"22431080074408","*","*","*","*","*","*","*","*","*","*","*","*","51705426"
"22437685074408","*","*","*","*","*","*","*","*","*","*","*","*","51790008"
"14031180000408","*","*","*","*","*","*","*","*","*","*","*","*","31063009"
"14035960000408","*","*","*","*","*","*","*","*","*","*","*","*","31063009"
"14034760000408","*","*","*","*","*","*","*","*","*","*","*","*","31063009"
"14036940000408","*","*","*","*","*","*","*","*","*","*","*","*","31063009"
"23144260000408","*","*","*","*","*","*","*","*","*","*","*","*","23605028"
"12011220000042","*","*","2","Lavoura Solteira","*","*","01","Não Irrigado","*","*","*","*","11070885"
"23144260000002","*","*","*","*","*","*","*","*","*","*","*","*","23605028"
"12011880331042","*","*","*","*","*","*","*","*","*","*","*","*","11101008"
"21173640074408","*","*","*","*","*","*","*","*","*","*","*","*","73168003"
"11171420031408","*","*","*","*","*","*","*","*","*","*","*","*","33080004"
"11235730378408","*","*","*","*","*","*","*","*","*","*","*","*","21016004"
"11174760252408","*","*","*","*","*","*","*","*","*","*","*","*","30250002"
"11176740000408","*","*","*","*","*","*","*","*","*","*","*","*","31315001"
"11251200161408","*","*","*","*","*","*","*","*","*","*","*","*","39347002"
"12407420311002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91409050"
"22407420311002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91409067"
"12016740000012","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11315007"
"12014800000041","*","*","*","*","*","*","*","*","*","*","*","*","11251116"
"11181580315042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31085049"
"11203780000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","38189405"
"22407380307002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91407083"
"13120020000002","*","*","*","*","*","*","*","*","*","*","*","*","99999999"
"11300040000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30005006"
"12010540000012","3","Convencional","*","*","*","*","01","Não Irrigado","*","*","*","*","11025225"
"12015240000053","*","*","*","*","*","*","*","*","*","*","*","*","11267115"
"11300320000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30018000"
"11300560000012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","30030002"
"11300580000042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30035045"
"11300640000012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","30040009"
"11300640000012","0","Não se aplica","0","Não se aplica","8","Grão","00","Não se aplica","00","Não se aplica","00","Não se aplica","30040700"
"14030320000408","*","*","*","*","*","*","*","*","*","*","*","*","38018404"
"11300900301012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","30045114"
"11302080130042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30105212"
"11301780089042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30110702"
"11302320000032","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","30125209"
"11302320000032","0","Não se aplica","0","Não se aplica","8","Grão","00","Não se aplica","00","Não se aplica","00","Não se aplica","30125010"
"11302620000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30135000"
"14032090000408","*","*","*","*","*","*","*","*","*","*","*","*","30062018"
"11183560093012","0","Não se aplica","0","Não se aplica","8","Grão","00","Não se aplica","00","Não se aplica","00","Não se aplica","31155405"
"11183560093012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","31155405"
"11183560000012","0","Não se aplica","0","Não se aplica","8","Grão","00","Não se aplica","00","Não se aplica","00","Não se aplica","31155704"
"11303760000012","0","Não se aplica","0","Não se aplica","8","Grão","00","Não se aplica","00","Não se aplica","00","Não se aplica","30185067"
"11303760000012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","30185201"
"11303780000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30189001"
"11303880000012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30190014"
"11303860000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30193004"
"11304760161012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30250253"
"11304760252012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30250301"
"11304760319012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30250459"
"11304760320012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30250473"
"11304800000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30251001"
"11304810317002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30252701"
"11304920000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30253009"
"11305080000012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30270109"
"11305080244012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30270226"
"12017140000031","*","*","*","*","8","Grão","*","*","*","*","*","*","11376601"
"11301000000032","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30050051"
"11301140318002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30055018"
"11301160000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30060003"
"11301170317002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30062018"
"11306640063042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30075005"
"11306640313042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30075706"
"11301580314042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30085026"
"11301580315042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30085040"
"11301860000032","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30096101"
"11302020095012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30100107"
"11302020316002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30100705"
"11187280280012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31340265"
"11187280289012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31340007"
"12037280000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","13340001"
"13127280000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","21340000"
"13157260186002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","24675002"
"23157260186002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","64675000"
"11217240000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32337002"
"11237240000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","34337000"
"12027240000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","12337008"
"12037240000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","13337007"
"12014660149043","*","*","*","*","*","*","*","*","*","*","*","*","11165116"
"14033780000408","*","*","*","*","*","*","*","*","*","*","*","*","38189405"
"12012620000851","*","*","*","*","*","*","*","*","*","*","*","*","11135579"
"11991580000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","92422421"
"11304620000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30231007"
"12017280181052","*","*","*","*","*","*","*","*","*","*","*","*","11340883"
"11304100141012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30210059"
"11304100144012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30210107"
"12017280371011","*","*","*","*","*","*","*","*","*","*","*","*","11340883"
"11306720000012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","30310375"
"11304700000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30240005"
"11304720126042","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30245055"
"11304760157012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","30250002"
"11205880000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","38285000"
"11206940181002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","38320707"
"13147080215002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","23625596"
"23147080178002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","63621536"
"23147080178002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","63625532"
"23147080215002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","63621598"
"23147080215002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","63625594"
"11216940148002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32320909"
"11216940254002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32320916"
"11236940000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","34320000"
"11246940000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","36320008"
"13136920000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","22580010"
"13126900000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","21318001"
"11217160000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32330009"
"12027160000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","12330005"
"14034800000408","*","*","*","*","*","*","*","*","*","*","*","*","38251405"
"11237140000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","34326004"
"11247140000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","36326002"
"11257140000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","39326700"
"21237120066002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","74719004"
"11187140000032","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","31326904"
"11204700000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","38240007"
"11217100000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32325007"
"11183560000012","0","Não se aplica","0","Não se aplica","3","Semente","00","Não se aplica","00","Não se aplica","00","Não se aplica","31155704"
"11247100000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","36325003"
"11257100000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","39325660"
"22266760000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51790008"
"23276760000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","61790005"
"23276760047002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","61790122"
"11204920000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","38253403"
"11205120000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","38275405"
"11216740000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32315000"
"11236740000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","34315008"
"11246740000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","36315006"
"11256740000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","39315058"
"11217200000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32335004"
"11237200000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","34335002"
"12037200000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","13335009"
"13127200000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","21335008"
"11215800000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32287004"
"11217280000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","32340006"
"11237280000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","34340004"
"11247280000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","36340002"
"11247280289002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","36340222"
"13127340000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","21344006"
"22267300000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51799009"
"13147080178002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","23625534"
"13147080215002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","23621590"
"13407380305002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91407069"
"13407380306002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91408013"
"21407380304002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91406039"
"22407380308002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91407038"
"23407380305002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91407076"
"23407380306002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","91408020"
"21204120327002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","78769407"
"21206760281002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","78790414"
"21216760000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","72790001"
"21236760000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","74790009"
"21246760000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","76790117"
"21246760189002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","76790007"
"22036760000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","52790007"
"23276620000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","61780008"
"13146580000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","23605035"
"21246540000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","76502006"
"12036500000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","13410003"
"13136460000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","22550002"
"23136460108002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","62550000"
"13146420000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","23607002"
"23146420000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","63607000"
"22266400000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51777007"
"23136400000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","62777003"
"23276400000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","61777004"
"11184760320012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31250472"
"11184760319012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31250458"
"11180560000012","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31030001"
"11256720000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","39310053"
"12036720000002","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","13310000"
